id;title;main_story;main_plus_extras;completionist
19963;Achievement Unlocked 3;2.5;;3.0
19964;Distant Worlds: Universe;;;
19966;Cossacks II: Battle for Europe;34.0;;100.0
19967;FX Football;;;
19970;SiN - Mission Pack: Wages of Sin;5.0;5.0;6.0
19971;Dead Rising 3: Chaos Rising DLC;1.5;2.0;3.0
19972;Dead Rising 3: The Last Agent DLC;2.0;2.5;3.0
19973;Guacamelee!: Super Turbo Championship Edition;7.0;9.5;15.5
19974;Borderlands: Claptrap's New Robot Revolution;4.5;5.0;6.5
19977;Lumen (2016);;;
19978;Modem Wars;;;
19980;Dariusburst;0.48333333333333334;2.0;
19981;Stick RPG 2;3.0;4.5;10.0
19983;The Ren & Stimpy Show: Veediots!;;;
19985;Zombie Panic in Wonderland;3.0;;
19986;Dead Effect;3.5;6.0;12.0
19987;Pixel Hunter;3.5;;
19988;XAM;;;
19989;Face of Mankind;;;
19990;Doodle Jump for Kinect;;;
19991;Freefall Racers;;;
19992;Dancing Stage MegaMix;;;
19993;Shantae: Risky's Revenge - Director's Cut;5.0;6.0;7.5
19994;Dancing Stage Fever;;;
19995;Dancing Stage Fusion;;;
19996;Dancing Stage Unleashed;;;
19997;Dancing Stage Universe;;;
19998;Dancing Stage Universe 2;;;
19999;Marvel Trading Card Game;;;
20001;187 Ride or Die;;;
20002;Act of War: High Treason;18.0;;
20003;MotoGP '06;;;
20004;ParaWorld;15.5;30.0;
20005;Super Huey;;;
20008;The Path of Go;;;
20009;Shadow Assault: Tenchu;;;
20011;WWE WrestleMania XIX;6.0;;
20013;Catz;1.5;;
20016;S.W.I.N.E.;10.0;;
20019;Archangel (2002);;;11.0
20020;Moto Racer World Tour;;;
20023;Shrek: Treasure Hunt;2.5;;
20025;Knockout Kings 2001;;;
20026;Tobias and the Dark Scepters;;;
20028;Terrorhedron;5.5;8.5;11.0
20029;ClusterPuck 99;0.4;;7.5
20030;Midnight Club 3: DUB Edition Remix;20.0;25.5;28.0
20034;Animaniacs: The Great Edgar Hunt;;;
20035;Yu-Gi-Oh! Power of Chaos: Yugi the Destiny;25.0;;
20036;Top Gun: Combat Zones;3.0;;
20039;Soul of Deva;;;
20040;Shelterra the Skyworld;;;
20041;Journey to Kreisia;;;
20044;Code Lyoko: Quest for Infinity;6.5;;
20045;Grim Legends: The Forsaken Bride;4.0;5.5;10.0
20046;Dark Souls II: Crown of the Sunken King DLC;4.5;6.0;7.0
20047;Art Academy: Sketchpad;;;
20049;Super Robot Taisen Original Generation Gaiden;;;
20055;SD Gundam G Generation Portable;;;
20061;SD Gundam G Generation DS;;;
20063;Metal Gear Solid: Integral;8.5;13.0;
20064;Rime;5.5;6.0;9.5
20065;Apotheon;8.5;12.0;13.0
20067;The Order: 1886;7.0;8.5;10.0
20068;Laxius Power II;;;
20069;Laxius Power III;;;
20070;Road Not Taken;6.5;12.0;22.0
20071;CounterSpy;2.5;4.5;7.0
20072;Project CARS;35.5;59.0;96.0
20073;Tom Clancy's The Division;21.0;43.5;77.0
20074;No Man's Sky;30.5;57.5;86.5
20075;Pavilion;2.0;;
20076;ABZÛ;2.0;2.5;4.0
20077;Uncharted 4: A Thief's End;15.0;17.5;28.0
20078;Night in the Woods;8.5;12.0;23.5
20079;Chasm;8.5;10.0;10.5
20080;Awesomenauts Assemble!;;;
20082;Realms of Arkania: Blade of Destiny (2013);;;42.0
20083;Realms of Arkania: Blade of Destiny (2013) - For the Gods DLC;;;
20084;Realms of Arkania: Blade of Destiny (2013) - Ogredeath DLC;;;
20088;Doomed'n Damned;;;
20089;Vampire Killer;1.0;1.0;
20090;Anthill;6.0;;
20091;RaceRoom Racing Experience;;;
20093;DMX Presents: Unnecessary Hypeman Hero;;;
20094;Left 4 Dead 2: The Passing DLC;0.8;1.0;2.0
20096;Magic Realms;;35.0;
20097;Transformers: Rise of the Dark Spark (3DS);;12.0;14.0
20098;Amoebattle;;;
20100;Dethroned;;;
20101;Battle B-Daman;6.5;9.5;
20102;Darkwood;17.5;25.5;40.0
20103;The Sims 2 Ultimate Collection;;;
20104;AR-K: Episode 2 - The Girl Who Wasn't There;0.9333333333333333;1.5;2.0
20105;StarCry;9.0;;
20106;The Sims 2: Bon Voyage;;;
20107;The Sims 2: FreeTime;;;
20108;The Sims 2: Apartment Life;;;
20109;Chicken Invaders 4: Ultimate Omelette;2.5;;
20111;Farm Frenzy 4;17.0;;28.5
20112;Oz Orwell and the Crawling Chaos;1.5;;
20113;Oddworld: New 'n' Tasty!;7.0;8.5;11.0
20114;Time Mysteries 2: The Ancient Spectres;4.0;4.0;4.5
20115;Hello? Hell... o?;1.0;;
20116;Dynetzzle Extended;2.0;;2.0
20125;Deadbreed;;;
20129;LEGO Stunt Rally;1.0;;
20132;Bloodline Champions;;;
20133;Freaking Meatbags;8.5;11.0;15.0
20137;TouchMaster 3;;;
20138;Super Swing Golf;;;
20142;Dance Dance Revolution (2010);;;
20143;Pets vs Monsters;;;
20145;SimIsle: Missions in the Rainforest;;;
20146;Strike Commander;13.5;;
20147;Metalgun Slinger;;;
20148;Mickey Mouse: Magic Wands!;;;2.0
20149;Teenage Mutant Ninja Turtles: Training Lair;;;
20150;Only If;2.0;2.0;2.5
20151;Without Warning;;;
20152;Casper: Spirit Dimensions;4.5;;
20153;Alter Ego: Life Simulation;3.0;;
20154;Alley Cat;;;
20157;Tak: The Great Juju Challenge;3.0;;
20158;Can You Escape;1.5;;1.5
20159;Command H.Q.;;;
20160;Empire of the Ants;;;
20162;Black Gold Online;;;
20163;Senran Kagura: Shinovi Versus;19.0;28.0;37.0
20165;The Simpsons Wrestling;0.9666666666666667;2.0;2.5
20166;Wreckin Crew;;;
20167;Vertical Drop Heroes HD;5.5;11.0;14.0
20168;Fishermans Bait 3;;30.0;
20170;Cho Aniki Zero;;;
20172;Pastel Muse;3.0;;
20176;The Curse of Nordic Cove;;;
20177;Doom 64: Absolution;;;
20179;Hydorah;;;
20180;Duel Masters: Sempai Legends;;;
20181;Mutant Storm Empire;;;
20182;Discs of Tron;;;
20183;Summon Night;;;
20186;Kick Off;;;
20187;ISS Pro Evolution 2;;;
20189;NHL 06;;;
20190;Kim Possible: Kimmunicator;;;2.0
20192;Spoiler Alert;0.6666666666666666;0.7666666666666667;1.5
20193;Wii Sports Club;2.0;;
20194;iRacing;;;
20196;Football Manager Classic 2014;;;
20197;3-D Ultra Radio Control Racers;;;
20198;Blobby Volley 2;;;
20200;Motor Toon Grand Prix 2;;;
20201;Siesta Fiesta;4.0;;16.0
20203;Frederic: Evil Strikes Back;1.5;2.0;4.0
20204;Depths of Fear: Knossos;3.0;;
20205;The Treasures of Montezuma 4;5.5;13.5;35.5
20208;Spy Fox in Cheese Chase;5.0;;
20209;Spy Fox in Hold the Mustard;;;
20210;Crusaders: Thy Kingdom Come;;;
20211;Damned;;;
20212;Moshi Monsters: Katsuma Unleashed;3.0;;
20214;Lovely Planet;3.0;7.0;21.0
20215;Space Invaders Revolution;;;
20216;Dynasty Warriors 4: Xtreme Legends;;;
20217;Garfield and His Nine Lives;0.95;;
20219;Over the Hedge: Hammy Goes Nuts!;;;20.0
20220;Pac-Man Pinball Advance;;;
20221;The Last of Us Remastered;14.5;17.5;25.5
20222;A Wizard's Lizard;1.0;10.0;26.5
20223;Children of Liberty;;;
20224;Evolution RTS;;;
20226;Star Conflict;;;
20227;WazHack;;;
20228;World of Guns: Gun Disassembly;;;
20229;Motocross Madness (2013);4.0;5.5;12.0
20230;Quantum Rush Online;;;
20231;Glitchhikers;0.36666666666666664;;
20232;Metrico;4.0;;7.0
20233;Take Command: Second Manassas;;;
20234;FarmVille;;;
20235;Love Live! School Idol Festival;2.5;;
20236;Brave Frontier;;;
20239;Blek;2.5;;
20241;Prime World;;;
20242;M1 Tank Platoon;;;
20243;The Ancient Art of War;;;
20246;Z-Out;;;
20248;Transformers Animated: The Game;;;5.5
20249;Zoo Tycoon 2 DS;;;
20250;Crazy Frog Racer;1.0;;2.0
20251;Power Rangers Time Force;0.8;1.5;2.5
20253;Sacred 3;8.0;9.0;11.5
20254;Pineview Drive;6.5;;
20255;The Hardy Boys: The Hidden Theft;4.0;;
20257;Dark Quest;2.5;;3.5
20260;Malicious Rebirth;6.0;;
20265;Sword of Rapier;;;
20268;Adventure Bar Labyrinth;;;
20271;Total Recoil;;;
20276;Runner (2018);;;
20277;Team Umizoomi;;;
20280;Forget Me Not Annie;2.0;;2.0
20283;Pinball FX;;;
20284;Mad Tracks;3.0;;14.5
20285;Chessmaster Live;1.0;;
20287;Pokémon Brown;;30.5;
20325;Cyberpunk 3776;3.0;;
20326;Elements: Soul of Fire;;;105.0
20327;Pirated Pirates;;;
20329;Waffles (And Then Some);;;
20330;Mortville Manor;;;
20331;Maupiti Island;;8.0;
20332;Eidolon;15.5;34.0;
20333;Black Ice;8.0;;
20334;Gradius: The Interstellar Assault;1.0;;
20336;Wayward Manor;3.0;;
20337;Pretentious Game (2014);0.9;1.0;1.0
20338;Unrest;3.0;4.0;5.0
20339;So Many Me;10.0;12.0;14.0
20340;Galaga Legions;;;
20343;Showtime!;20.0;37.5;43.0
20344;Abalone;0.4;;
20345;Chess the Gathering;;;
20347;Jet Gunner;1.5;4.5;5.5
20350;Shifting World;9.5;14.0;
20351;Isomer;;;
20352;Koala Kids;;;5.0
20353;AeternoBlade;11.0;11.0;
20354;AiRace Xeno;;2.0;
20355;War in a Box: Paper Tanks;4.5;6.5;
20356;Disney Frozen: Olaf's Quest;;;
20357;Milo's Astro Lanes;;;
20359;DCS: Black Shark;;;
20360;Bust-A-Move 3000;1.0;;
20362;Space Hack;;;30.0
20364;The Expendabros;1.0;1.0;1.5
20365;Duet (2015);2.5;6.0;12.5
20366;Mystery Trackers: The Void;5.5;;6.5
20367;Treasures of Montezuma: Arena;6.5;;
20368;Quarantine II: Road Warrior;;;
20373;Tasmanian Devil: Munching Madness;;;
20376;The C word;;;
20382;Dumpy: Going Elephants;;;
20389;Ultimate Beach Soccer;;;
20395;Jinx;;;
20396;EyeToy: Play;;;
20397;EyeToy: Play 2;;;
20398;EyeToy: Play Sports;;;
20419;Crazy Taxi: Fare Wars;;;
20422;Final Fight: Streetwise;7.5;9.0;10.5
20426;Crystal Caves II;;;
20427;Crystal Caves III;;;
20428;Classroom Aquatic;;;
20429;Keyboard Drumset Fucking Werewolf;;;
20430;The Rapture Is Here and You Will Be Forcibly Removed from Your Home;;;
20431;Bad Dream: Butcher;;;
20432;Awakening: The Dreamless Castle;;;5.0
20436;I am a brave knight;;;0.25
20438;The Hunter;;;
20439;Alphadia Genesis;17.0;21.5;
20440;Backyard Basketball;;;
20444;Goofy's Fun House;1.0;1.5;1.5
20446;Dragon Age II: The Exiled Prince DLC;3.0;3.0;3.0
20447;Madagascar: Operation Penguin;2.0;;4.0
20451;The Mysterious Murasame Castle;3.0;;
20452;SpongeBob's Atlantis SquarePantis;6.0;;7.0
20453;Where's Waldo?: The Fantastic Journey;3.0;3.0;
20454;Dangerous Dave;7.5;;
20455;Eliss Infinity;3.0;;
20456;Orbital Gear;;;
20458;BlackShadows;;;0.4166666666666667
20461;The Witcher Adventure Game;8.5;10.5;70.0
20462;Dungeons: The Eye of Draconus;1.0;1.5;2.5
20463;Birthright: The Gorgon's Alliance;;;
20464;Dr. Franken;;;6.5
20465;Gex: Deep Pocket Gecko;;;
20466;Kamen Rider: Climax Heroes OOO;;;
20467;Kamen Rider: Climax Heroes Fourze;;;
20468;Ultraman Fighting Evolution 0;;;
20469;Softporn Adventure;1.5;;
20471;Crazy Plant Shop;2.5;3.5;5.5
20472;Bejeweled Blitz LIVE;;;40.0
20473;Amazing World;;;
20474;Battle Islands;;10.5;40.0
20475;Ferrari: The Race Experience;;;
20476;Mystery Trackers: Raincliff;;8.5;
20477;Rhiannon: Curse of the Four Branches;7.0;;10.0
20478;Salammbo: Battle for Carthage;5.0;;
20479;The Egyptian Prophecy: The Fate of Ramses;4.5;;
20480;World War 1 Centennial Edition;;;
20483;Bomberman Live: Battlefest;;;
20485;Dreamatorium of Dr. Magnus;;;0.8833333333333333
20486;One Piece: Unlimited Cruise - Episode 2: Awakening of a Hero;33.0;40.0;50.0
20488;Winter Sports 2012: Feel the Spirit;;;
20489;Everblue 2;22.0;32.0;50.0
20490;Firefighter F.D.18;7.0;;
20491;Armada;;;
20492;Wind-Up Knight;;;4.0
20493;Mind: Path to Thalamus;4.0;5.0;6.0
20495;Barbie: Super Model;0.25;0.43333333333333335;2.5
20496;Barbie: Vacation Adventure;1.0;;3.0
20497;Barbie: Super Sports;;;2.5
20498;Adventure Quest;;;
20499;Neopets;;;
20500;MechQuest;;;
20501;DragonFable;;;
20504;Soda Drinker Pro;0.75;1.5;
20506;All-Star Baseball 2000;;;
20508;Godzilla: Monster of Monsters;;;5.0
20509;Super Smash Bros. for Nintendo 3DS;5.0;32.5;90.0
20526;Resogun: Heroes DLC;;;7.5
20542;Truffle Saga;;2.0;
20543;Trucks & Trailers;7.5;9.0;
20544;Super Killer Hornet: Resurrection;;;
20545;Table Top Racing;4.0;6.0;
20546;A Bug's Life (GBC);2.0;;
20547;Turok: Rage Wars (GBC);;;
20548;Monster Hunter 2;39.5;62.5;259.0
20550;Namariel Legends: Iron Lord;2.5;3.0;4.0
20551;Silent Scope 3;;;
20552;Sengoku Basara 3: Party;15.0;80.0;250.0
20553;Wizard101;;;
20558;4-in-1 Fun Pak;;;
20560;Disgaea 4: A Promise Revisited;40.0;65.5;175.0
20561;Halfway;15.0;17.5;18.5
20562;MegaRace 2;;10.0;
20563;Croixleur Sigma;0.9833333333333333;3.0;
20565;Blinding Dark;;;3.0
20566;Puzzle & Action: Tanto-R;3.5;;
20567;AirMech Arena;;;
20568;Noobow;1.5;;
20570;Jacob Jones and the Bigfoot Mystery: Episode 2;1.5;;
20571;Ghost in the Shell: Stand Alone Complex (PSP);10.0;;
20572;What Did I Do to Deserve This, My Lord?;8.5;;
20573;Digimon Rumble Arena;1.5;5.0;8.5
20574;Kamen Rider Agito;0.25;1.5;6.0
20575;Kamen Rider Kuuga;;;
20577;Titus the Fox: To Marrakech and Back;;;
20578;Dark Souls: Artorias of the Abyss;7.0;7.0;9.5
20582;P.T.;1.5;3.5;4.0
20584;Total Pro Golf 3;;;
20585;Franchise Hockey Manager 2014;;;
20586;Hohokum;4.0;6.0;7.5
20587;Death Duel;;;
20588;The I of the Dragon;20.0;25.0;30.0
20589;Akiba's Trip: Undead & Undressed;8.5;15.0;32.0
20591;The Black Bass (NES);;;
20593;Harlem Globetrotters;;;
20598;Plumbers Don't Wear Ties;0.8833333333333333;;
20599;Summer Stars 2012;;;
20600;Qora;2.0;2.5;4.0
20601;The Terminal 2;;;
20602;Echelon: Wind Warriors;;;
20603;War on Folvos;;;
20605;Diablo III: Ultimate Evil Edition;18.0;32.5;145.0
20608;Microsoft Flight;;;
20609;The Elder Scrolls V: Skyrim - Hearthfire;2.5;6.0;6.0
20618;Pro Pinball: Fantastic Journey;0.8;;
20619;CubeGun;;;
20620;Mutation Nation;0.7166666666666667;;1.0
20624;Under Night In-Birth;0.55;5.0;20.0
20626;Anomaly Defenders;9.5;10.0;13.0
20627;Buzz!: Master Quiz;2.0;;
20628;Cabela's Big Game Hunter (2002);;6.0;
20629;Cabela's Big Game Hunter: 2005 Adventures;;3.5;
20630;Cabela's Deer Hunt: 2004 Season;;4.0;
20631;Cabela's Deer Hunt: 2005 Season;;2.5;
20632;Cabela's Dangerous Hunts;;2.0;
20633;Risen 3: Titan Lords;25.0;40.0;51.5
20634;Freedom Wars;30.0;47.5;81.0
20637;Touhou MOTHER;10.0;;
20639;Cytron Masters;;;
20640;Galaxy (1983);;;
20643;Nuclear War;;;
20646;Rings of Medusa;;;
20649;War of The Lance;;;
20650;Halls of Montezuma: A Battle History of the U.S. Marine Corps;;;
20657;Combat Leader;;;
20658;Omega;;24.0;
20659;Austerlitz;;;
20660;Axis & Allies (1998);26.0;;
20666;SuperPower 2;;;
20667;Colossal Cave Adventure;2.0;;
20668;Hunt the Wumpus;;0.08333333333333333;
20669;Cubic Castles;;;
20670;Munin;8.0;8.5;11.5
20676;1Quest;2.0;;
20677;M.U.L.E. Returns;;;
20678;The Corporate Machine;;;
20679;The Hotdog Parable;;;
20680;Town of Salem;;;
20681;Thief: The Bank Heist DLC;0.75;0.95;1.5
20682;Shan Gui;0.7;0.8833333333333333;1.0
20683;ACE - Arena: Cyber Evolution;;;
20684;Bloody Streets;1.5;2.5;3.0
20685;Irregular Zone;;;
20686;Prelogate;2.5;7.0;10.0
20688;Wickland;;;
20689;Snow Light;3.0;;
20690;Hearthlands;;;
20691;Dwarf Tower;;;
20693;Mountain;;;
20694;Murder Miners;;;11.0
20695;Space Farmers;;;
20696;Project Root;4.0;;
20697;Guns and Robots;;;
20698;Super Cyborg;2.0;7.5;
20699;Luna: Shattered Hearts - Episode 1;;;7.0
20700;Pahelika: Revelations;;;
20701;LogiGun;6.5;;
20703;Porradaria Upgrade;;;
20704;Voyager;;;
20705;Apache Longbow;;;
20706;Enemy Engaged: Apache vs Havoc;;;
20708;Corsairs Gold;;;
20711;KKND 2: Krossfire;;;
20712;Mob Rule;;;
20714;Wheel of Fortune (1992);0.36666666666666664;;
20715;Mobile Suit Gundam: Final Shooting;1.5;;
20716;Marvelous: Another Treasure Island;13.0;;13.0
20717;The Last Ninja 2: Back with a Vengeance;;;
20718;Xain'd Sleena;;;
20719;Katakis;;;
20720;Uridium;;;
20722;Metro Redux;17.0;28.5;51.5
20723;Angry Birds Breakfast;0.45;;0.6666666666666666
20724;Angry Birds Breakfast 2;0.45;;0.6666666666666666
20726;Tropico 4: Junta Military DLC;;;50.0
20728;Deal or No Deal: The Banker is Back;0.06666666666666667;;
20729;rFactor;;;
20730;Snoopy vs. the Red Baron;6.0;;
20734;Rugged Kingdom;;;15.0
20737;Metro 2033 Redux;9.0;11.5;22.5
20738;Q*bert: Rebooted;3.5;;
20739;Enemy Mind;4.0;4.0;6.0
20740;Hand of Fate;10.5;19.5;39.5
20742;Companions of Xanth;;;
20744;Max Gentlemen;0.25;0.25;0.2833333333333333
20745;Shadowgate (2014);5.0;7.0;17.0
20746;Escape the Room: Limited Time;1.5;;
20747;Shrek Smash n' Crash Racing;1.0;;1.0
20748;SD Gundam G Generation Overworld;74.0;85.5;122.0
20750;MX vs. ATV Unleashed;;;
20751;Silkroad Online;;;
20752;Madden NFL 15;;;
20753;8-Bit Killer;1.5;;
20754;Serious Sam HD: The Second Encounter - Legend of the Beast DLC;0.8;2.5;
20757;Dizzel;;;
20759;Psycho-Nics Oscar;;;
20760;Wings of War;8.0;;
20761;KEL: Reaper of Entropy;;;
20763;NFL Gameday 2003;;;
20766;Vintage Year;;;
20767;Retention;0.25;0.25;0.4
20768;NekoChan Hero - Collection;;;1.5
20769;Expander;;;
20770;UnSummoning: The Spectral Horde;;;
20771;Make It Indie!;0.31666666666666665;0.35;0.6
20774;Mata Nui Online Game II: The Final Chronicle;3.5;;
20775;The Sopranos: Road to Respect;8.0;;
20776;Monster House;4.5;;6.5
20777;Xibalba;0.6666666666666666;;
20778;Modern Combat 5: Blackout;2.5;;
20779;Heileen 3: New Horizons;6.5;;7.0
20782;Hipster CEO;7.0;;
20783;Flower Shop: Summer In Fairbrook;2.0;;3.5
20784;Dragon Age Journeys: The Deep Roads;1.5;2.0;
20787;inFAMOUS: First Light;4.0;5.5;8.5
20788;NBA 08;;;
20789;NBA 09: The Inside;;;
20791;Dragon Age: Origins - A Tale of Orzammar DLC;0.5166666666666667;0.6833333333333333;0.7666666666666667
20792;Adventure (1982);0.5;;
20798;Inazuma Eleven GO;23.0;38.0;74.5
20801;Dusk 12;3.5;;
20803;Velocity 2X;5.0;9.0;26.0
20804;Lichdom: Battlemage;14.5;20.5;28.5
20806;Fate/Hollow Ataraxia;20.0;37.5;56.0
20807;Hyperdimension Neptunia Re;;;
20810;Crypt of the NecroDancer;15.5;23.0;44.0
20811;Five Nights at Freddy's;2.0;3.0;7.0
20812;Astro Boy: The Video Game;;;
20813;Super Time Force Ultra;4.0;6.0;12.0
20814;Need for Speed: Most Wanted (2012, Mobile);;;
20816;Simon the Sorcerer 5;6.5;;
20817;Tropico 4: Apocalypse DLC;;;50.0
20818;Tropico 4: Megalopolis DLC;;;50.0
20819;Tropico 4: Pirate Heaven DLC;;50.0;
20820;Tropico 4: Plantador DLC;;;50.0
20821;Tropico 4: Propaganda! DLC;;;50.0
20822;Tropico 4: Quick-dry Cement DLC;;;50.0
20823;Tropico 4: The Academy DLC;;;50.0
20824;Tropico 4: Vigilante DLC;;;50.0
20825;Tropico 4: Voodoo DLC;;;50.0
20826;Tropico 4: Collector's Bundle;102.0;;130.0
20827;Pixel Puzzles: Japan;8.5;8.5;10.0
20829;Sixty Second Shooter Prime;0.5;;2.0
20830;Spacecom;6.0;;8.0
20831;Deity (2012);;;
20832;Solace;;;
20833;Elysian Shadows;;;
20834;Ali Baba and the Forty Thieves;4.0;6.0;
20835;Europa Universalis;;20.0;
20837;SimplePhysics;3.0;;
20838;Star Trek: The Next Generation: Future's Past;6.0;6.5;
20839;Rescue at Rigel;0.45;;
20840;Sword of Fargoal;5.0;5.5;
20841;The Wizard's Castle;2.0;3.0;
20842;Azure Striker GUNVOLT;5.0;9.5;20.0
20843;Mighty GUNVOLT;0.6833333333333333;1.5;2.0
20844;Perimeter: Emperor's Testament;27.0;;
20846;Lurking;0.5833333333333334;;
20847;Blbej Den;1.5;;
20848;Letter Quest: Grimm's Journey;8.0;13.0;14.0
20849;Wakfu;;;
20851;Aegis Defenders;10.5;11.5;14.5
20852;Air Diver;;;
20853;Air Cavalry;;;
20854;Ace o Nerae!;;;
20855;Danganronpa 2: Goodbye Despair;32.5;39.5;58.5
20857;Dark Souls II: Crown of the Old Iron King DLC;4.0;6.0;8.0
20858;KiKi KaiKai;;;
20862;In Exilium;;;
20866;WarRock;;;
20867;Tricky Quiky Games;;;
20868;Arkanoid DX;;10.0;
20872;Peggle Mobile;;;
20873;Space Impact;0.25;;
20875;Assassin's Creed: Memories;;;
20877;Heroes of Dragon Age;;;
20879;Gates of Zendocon;;;
20880;X'Treme Roller;;;
20881;Naruto Shippuden: Ultimate Ninja Impact;24.0;54.5;55.0
20882;Small Town Terrors: Pilgrim's Hook;3.0;5.5;5.5
20883;Metro: Last Light Redux;10.0;13.5;25.0
20884;The Golf Club;12.5;;
20887;Woolfe: The Red Hood Diaries;2.0;3.0;5.0
20888;Kona;5.5;7.5;9.0
20889;Starfighter: Eclipse;;6.0;
20890;Heart Forth, Alicia;;;
20891;Guardians of the Galaxy: The Universal Weapon;;;
20896;Delaweare;0.08333333333333333;0.25;
20897;Another World: 20th Anniversary;;;
20898;Warriors Orochi 3 Ultimate;42.0;81.5;211.0
20899;Choice of the Deathless;2.0;2.0;7.0
20900;Voyage: Journey to the Moon;11.5;;
20901;Speed Kills;3.5;3.5;
20902;Residue: Final Cut;2.5;2.5;6.0
20904;The Journey Down: Chapter Two - Into the Mist;4.0;4.5;4.0
20906;Rolling Thunder 3;;;
20907;Saint Sword;2.0;;
20908;Spider-Man (1991);1.5;;
20909;Dig to China;0.3333333333333333;;
20911;BS Zelda no Densetsu;3.5;10.5;
20912;BS Zelda no Densetsu: MAP2;;;4.0
20913;Snobow Kids Plus;;;
20914;Crabs and Penguins;;;
20915;Archer MacLean's Super Dropzone;;;
20918;Core of Innocence;;;
20919;Endless Forms Most Beautiful;;;
20920;Gaurodan;;;
20921;L'Abbaye des Morts;0.2833333333333333;0.45;0.5
20923;Pro Pinball Trilogy;;;
20924;Red Dog: Superior Firepower;;;
20925;Soul Fighter;;;
20927;Goal! Goal! Goal!!;;;
20932;Dungeon Hunter 4;;;
20933;Savage;;;
20934;Savage: The Battle for Newerth;;;
20935;SkiFree;;;
20936;Tremulous;;;
20937;Soldat;;;
20938;Tux Racer;;;
20939;Metal Torrent;0.26666666666666666;;
20940;Heavy Bullets;6.0;7.0;19.0
20941;Wrack;3.5;5.0;7.5
20942;Pilot Down: Behind Enemy Lines;;;
20944;Lost Echo;5.0;10.5;
20946;Victoria I Complete;;;
20947;1893: A World's Fair Mystery;;;
20948;Chibi-Robo! Photo Finder;;;
20949;ORION: Prelude;;3.0;172.0
20952;DC Universe Online: Fight for the Light DLC;;;
20953;7 Blades;4.0;;
20954;Boximals Bounce;;;
20955;Narc (2005);4.5;;6.5
20956;Dungeon of Gain;;;
20957;Drew and the Floating Labyrinth;2.0;;2.0
20958;Crunch Time!;;;
20959;Inside The Gear;;;3.0
20960;The Way of the Pixelated Fist;1.5;;
20961;Shin Samurai Jazz;;;
20962;Jump/Boxer;1.5;1.5;
20964;Hashtag Dungeon;;;
20966;Armageddon Empires;;;
20967;Super ComboMan;;;
20968;Assault Android Cactus;3.0;6.5;25.0
20969;Fight The Dragon;;;
20970;Hexcells Infinite;5.0;8.0;15.5
20971;Arkanoid: Revenge of Doh;;;
20972;Panorama Cotton;0.75;;
20973;Barbie: Secret Agent;3.5;;
20974;Barbie: Ocean Discovery;0.4166666666666667;;0.5
20975;Totally Spies! 2: Undercover;;;
20976;Totally Spies!;2.5;;
20977;Creatures Playground;;;
20978;E.T. Phone Home Adventure;;;
20979;Sea Dogs: An Epic Adventure at Sea;;;
20980;realMyst: Masterpiece Edition;5.5;6.0;6.5
20981;Coated;;;
20982;One Snack Please;;;
20983;STARTAG;;;
20984;We Slay Monsters;;;
20985;WolfWars;;;
20986;Assassin's Creed: Pirates;40.0;;44.0
20989;Tumiki Fighters;;;
20990;Victoria II: A House Divided;26.0;;
20992;The Sims 4;;;
20995;Sonic Dash;0.4166666666666667;24.0;25.5
20997;Rage Runner;;;
20999;Panzer Elite Action: Dunes of War;;;
21000;Panzer Elite Action: Fields of Glory;;;
21004;Memento Mori (Doom 2 WAD);6.0;;
21005;Venus Hostage;;1.0;
21007;Them - The Summoning;1.5;;
21008;School Bus Fun;3.0;;
21009;Extreme Roads USA;;;
21010;Bloodbath;;;
21011;Dark Planet: Battle for Natrolis;;;
21012;Blackbay Asylum;5.0;7.5;
21013;Borealis;0.6833333333333333;1.0;5.0
21014;Megami Tensei Gaiden: Last Bible Special;;;
21015;Majin Tensei II: Spiral Nemesis;;;
21016;Shin Megami Tensei: Devil Children - White Book;;;
21017;Shin Megami Tensei: Devil Children - Black Book;;;
21018;Shin Megami Tensei: Devil Children - Book of Fire;;;
21019;Shin Megami Tensei: Devil Children - Book of Ice;;;
21020;Deus Vult (Doom 2 WAD);2.5;;
21021;Hyrule Warriors;12.5;32.0;211.0
21022;Battlefield Heroes;;;
21024;Wild Warfare;;;
21025;Tetris DX;0.5;;
21027;Altitude0: Lower & Faster;;;
21029;Space Run;15.5;24.0;36.5
21031;Inazuma Eleven Strikers;6.0;;34.0
21032;Ranko Tsukigime's Longest Day;1.0;1.5;3.5
21035;King's Bounty: Dark Side;38.5;64.5;116.0
21037;Blaster;;;
21038;Tropico 5 - The Big Cheese DLC;1.0;;
21039;SimEarth;7.0;;
21040;One Piece: Unlimited Cruise - Episode 1: The Treasure Beneath The Waves;30.5;52.0;113.0
21041;The Raven: Legacy of a Master Thief;11.0;11.0;12.5
21042;Warpath: Jurassic Park;0.3;;
21043;M.I.A.: Missing In Action (1998);9.0;;
21050;Mini Metro;5.5;8.5;32.0
21051;To Kill A Black Swan;1.0;;
21054;Dr. Spacezoo;;;
21055;Clock Head;;;
21057;Quarries of Scred;1.5;;
21058;Motorsport Manager;19.0;123.0;
21059;Bike Rider DX;;;4.0
21060;Icewind Dale: Enhanced Edition;33.0;37.5;59.0
21063;E.T.: Interplanetary Mission;;;
21065;Invasion from Beyond;;;
21067;Steins;;;
21069;GhostControl Inc.;;;
21070;Cultures: The Discovery of Vinland;25.0;;
