id;title;main_story;main_plus_extras;completionist
10292;Theme Park World;;12.5;
10293;Theresia;10.5;;18.0
10294;Theta;;5.5;
10295;Thexder;;;
10296;They Bleed Pixels;9.0;11.5;14.0
10297;Thief Gold;21.0;26.0;36.0
10298;Thief II: The Metal Age;21.0;28.0;37.5
10299;Thief: Deadly Shadows;17.0;22.0;28.5
10300;Thief: The Dark Project;13.0;20.5;32.0
10301;Thirty Flights of Loving;0.2833333333333333;0.5166666666666667;0.6666666666666666
10302;This is Not a Minimalist Game;0.25;;0.35
10303;This Is The Only Level;0.25;0.4166666666666667;0.4666666666666667
10304;This is the Only Level 3;0.36666666666666664;;0.7666666666666667
10305;This Is The Only Level TOO;0.3333333333333333;;0.6333333333333333
10306;Thomas Was Alone;3.5;3.5;4.0
10307;Thor: God of Thunder;5.5;7.5;6.0
10308;Thousand Arms;26.0;29.0;72.5
10309;Thrasher: Skate and Destroy;;;
10310;Threads of Fate;14.5;23.5;39.0
10311;Three Wonders;1.0;;2.0
10312;Threshold (1996);;;
10313;Thrill Kill;0.8666666666666667;4.0;
10314;Thrillville;6.0;8.0;14.0
10315;Thrillville: Off the Rails;7.5;11.0;15.5
10317;Thunder Blade;0.3333333333333333;;0.48333333333333334
10318;Thunder Burner;1.0;;
10319;Thunder Dragon 2;1.0;;
10320;Thunder Force II;0.75;1.0;
10321;Thunder Force III;0.75;0.8666666666666667;
10322;Thunder Force IV;0.75;1.0;1.5
10323;Thunder Force V;0.4166666666666667;1.0;
10324;Thunder Force VI;0.6833333333333333;4.0;
10325;Thundercade;;;
10326;ThunderFox;0.48333333333333334;;
10327;Thunderground;;;
10328;Thunderstrike: Operation Phoenix;15.0;;
10329;TIC: Part 1;0.65;;
10330;Ticket to Ride;0.4666666666666667;2.0;8.5
10331;Tidalis;16.0;20.5;192.0
10332;Tiger Heli;5.0;;
10333;Tiger Woods PGA Tour 09;;;
10334;Tiger Woods PGA Tour 13;;;
10335;Tiger Woods PGA Tour 14;;;
10336;Tiger Woods PGA Tour 2000;;;
10337;Tiger Woods PGA Tour 2005;;;
10338;Tigger's Honey Hunt;2.0;;2.0
10339;Time Ace;3.0;;3.0
10340;Time Commando;4.5;5.0;6.0
10341;Time Crisis;2.0;2.0;2.5
10342;Time Crisis 3;0.85;1.5;9.0
10343;Time Crisis 4;1.0;;3.0
10344;Time Crisis II;1.0;1.5;4.0
10345;Time Crisis: Project Titan;2.0;2.0;
10346;Time Crisis: Razing Storm;1.5;;
10347;Time Fcuk;2.0;3.5;12.0
10348;Time Gal;;;
10349;Time Gentlemen, Please!;5.5;6.0;6.0
10350;Time Hollow;6.5;7.0;14.0
10351;Time Killer;;;
10352;Time Killers;0.3;2.0;
10353;Time Lord;4.5;5.0;6.0
10355;Time Pilot;1.5;;
10356;Time Stalkers;16.0;;
10357;Timeball;;;
10358;Timecop;;;
10359;Timequest;;;
10360;Times of Lore;1.0;;
10361;TimeShift;8.0;9.5;10.0
10362;TimeSplitters;1.5;8.5;
10363;TimeSplitters 2;12.0;24.5;34.5
10364;TimeSplitters: Future Perfect;8.5;17.0;37.5
10365;Timon & Pumbaa's Jungle Games;0.45;1.0;3.0
10366;TinHead;8.0;;
10367;Tiny and Big: Grandpa's Leftovers;2.5;3.5;11.5
10368;Tiny Plumbers;;;
10369;Tiny Toon Adventures;1.0;;1.5
10370;Tiny Toon Adventures 2: Trouble in Wackyland;2.0;;
10371;Tiny Toon Adventures: ACME All-Stars;;6.0;7.0
10372;Tiny Toon Adventures: Babs' Big Break;1.0;1.0;2.0
10373;Tiny Toon Adventures: Buster Busts Loose!;1.5;4.5;
10374;Tiny Toon Adventures: Buster's Hidden Treasure;3.0;3.5;6.0
10375;Tiny Toon Adventures: The Great Beanstalk;1.0;;
10376;Tiny Tower;;;
10377;Tiny Troopers;4.0;4.5;5.5
10378;Titan Attacks!;1.5;3.0;3.5
10379;Titan Quest;25.5;35.5;60.0
10380;Titan Quest: Immortal Throne;14.5;27.5;40.5
10381;Titanic: Adventure Out of Time;5.0;11.0;
10383;TMNT;5.0;7.0;5.0
10384;TNA Impact!;8.5;33.0;45.0
10386;To Serve and Command;;;
10387;To the Moon;4.0;4.0;4.5
10388;Toaru Majutsu no Index;;;
10389;Tobal 2;;;40.0
10390;Tobal No. 1;2.0;10.0;50.0
10391;Tobe's Vertical Adventure;2.0;3.0;10.0
10392;TOCA Race Driver;;13.5;
10393;TOCA Race Driver 2;;13.0;35.0
10394;TOCA Race Driver 3;49.0;;
10395;Toddler Tantrum!;;;
10396;ToeJam & Earl;4.0;6.5;6.0
10397;ToeJam & Earl III: Mission to Earth;4.0;8.0;
10398;ToeJam & Earl in Panic on Funkotron;6.0;8.0;10.5
10399;Togainu no Chi;29.0;;31.5
10400;Toho Project ~ Project Shrine Maiden;3.0;;
10401;Toki (1989);0.43333333333333335;;
10403;Toki Tori;6.0;8.5;11.5
10404;Toki Tori 2+;9.0;16.0;18.5
10405;Toki: Going Ape Spit;2.5;;2.5
10406;Tokimeki Memorial;7.5;;
10407;Tokimeki Memorial 2;;;
10408;Tokimeki Memorial Girl's Side: 3rd Story;;;
10409;Tokimeki Memorial Girl's Side: 2nd Season;35.0;;88.0
10410;Tokimeki Memorial: Girl's Side 1st Love Plus;;;79.0
10412;Tokobot;8.0;12.0;
10413;Tokobot Plus: Mysteries of the Karakuri;9.0;10.5;
10414;Tokyo Beat Down;6.0;;
10415;Tokyo Jungle;15.5;18.5;20.5
10416;Tokyo Majin Gakuen Oboro-Kitan;;;
10418;Tokyo Xtreme Racer;11.5;;
10419;Tokyo Xtreme Racer: Zero;41.0;51.0;56.0
10420;Tom and Jerry (1993);0.75;;0.8166666666666667
10421;Tom and Jerry in House Trap;3.5;;
10422;Tom and Jerry: The Movie;0.3333333333333333;;
10424;Tom Clancy's EndWar;10.5;26.0;
10425;Tom Clancy's Ghost Recon (2001);12.0;13.5;18.0
10426;Tom Clancy's Ghost Recon 2;9.0;10.0;16.0
10427;Tom Clancy's Ghost Recon 2: Summit Strike;8.0;;8.0
10428;Tom Clancy's Ghost Recon Advanced Warfighter;7.0;8.0;
10431;Tom Clancy's Ghost Recon Advanced Warfighter 2;9.0;10.0;20.0
10433;Tom Clancy's Ghost Recon: Desert Siege;4.0;;6.0
10434;Tom Clancy's Ghost Recon: Future Soldier;10.0;13.0;15.5
10435;Tom Clancy's Ghost Recon: Future Soldier - Raven Strike DLC;2.0;;
10436;Tom Clancy's Ghost Recon: Island Thunder;3.5;;3.5
10437;Tom Clancy's Ghost Recon: Jungle Storm;13.0;16.0;18.5
10438;Tom Clancy's Ghost Recon: Shadow Wars;25.0;38.0;57.5
10439;Tom Clancy's H.A.W.X;8.0;9.0;
10441;Tom Clancy's H.A.W.X 2;8.0;11.5;
10442;Tom Clancy's Rainbow Six;13.0;13.5;15.0
10443;Tom Clancy's Rainbow Six 3;6.5;;
10444;Tom Clancy's Rainbow Six 3: Athena Sword;4.5;;
10445;Tom Clancy's Rainbow Six 3: Black Arrow;6.0;;
10446;Tom Clancy's Rainbow Six 3: Gold Edition;8.0;;45.5
10447;Tom Clancy's Rainbow Six 3: Iron Wrath;;;
10448;Tom Clancy's Rainbow Six 3: Raven Shield;11.0;12.0;
10449;Tom Clancy's Rainbow Six Mission Pack: Eagle Watch;3.0;;5.0
10450;Tom Clancy's Rainbow Six: Covert Ops Essentials;;;
10451;Tom Clancy's Rainbow Six: Lockdown;8.5;;16.0
10452;Tom Clancy's Rainbow Six: Lone Wolf;1.5;;2.5
10453;Tom Clancy's Rainbow Six: Rogue Spear;13.0;;
10455;Tom Clancy's Rainbow Six: Vegas;8.5;11.5;35.0
10456;Tom Clancy's Rainbow Six: Vegas 2;9.0;12.0;18.5
10457;Tom Clancy's Splinter Cell;13.0;14.0;17.0
10458;Tom Clancy's Splinter Cell 3D;11.5;15.0;15.0
10461;Tom Clancy's Splinter Cell: Chaos Theory;13.0;13.5;17.5
10462;Tom Clancy's Splinter Cell: Conviction;7.5;11.5;18.5
10463;Tom Clancy's Splinter Cell: Double Agent;11.5;11.5;15.0
10464;Tom Clancy's Splinter Cell: Essentials;13.0;;
10465;Tom Clancy's Splinter Cell: Pandora Tomorrow;12.0;15.0;17.0
10466;Tom Clancy's Rainbow Six: Shadow Vanguard;3.5;;
10467;Tom Mason's Dinosaurs for Hire;3.0;;
10468;Tomb Raider (1996);15.5;17.5;18.5
10469;Tomb Raider (2013);11.5;15.5;20.5
10470;Tomb Raider Chronicles;11.5;11.5;12.0
10471;Tomb Raider II;15.5;17.5;18.0
10472;Tomb Raider III;18.0;19.0;21.0
10473;Tomb Raider Trilogy;;;
10476;Tomb Raider: Anniversary;13.0;15.5;19.5
10477;Tomb Raider: Legend;7.0;9.0;15.0
10479;Tomb Raider: The Angel of Darkness;14.5;17.0;17.5
10480;Tomb Raider: The Last Revelation;16.5;20.0;20.5
10481;Tomb Raider: The Lost Artifact;;5.0;5.5
10482;Tomb Raider: Underworld;10.0;12.0;18.5
10483;Tomba!;7.0;7.5;10.0
10484;Tomba! 2: The Evil Swine Return;13.0;16.0;18.0
10485;Tombs & Treasure;4.5;;
10486;Tomena Sanner;;;
10487;Tomorrow Never Dies;8.0;9.0;10.5
10488;Tonic Trouble;7.0;7.5;9.5
10489;Tony Hawk's American Wasteland;11.0;13.0;15.5
10491;Tony Hawk's Pro Skater;5.0;9.0;17.5
10492;Tony Hawk's Pro Skater 2;9.0;14.0;80.0
10493;Tony Hawk's Pro Skater 2X;1.0;;
10494;Tony Hawk's Pro Skater 3;9.0;15.5;34.0
10496;Tony Hawk's Pro Skater 4;11.5;16.5;26.0
10497;Tony Hawk's Pro Skater HD;4.0;8.0;16.5
10498;Tony Hawk's Project 8;15.0;16.5;17.5
10501;Tony Hawk's Proving Ground;;;
10503;Tony Hawk's Underground;6.5;9.5;15.5
10504;Tony Hawk's Underground 2;7.5;13.5;23.0
10505;Tony Hawk: Shred;;;
10506;Tony Tough and the Night of Roasted Moths;;;11.0
10507;Too Human;12.5;21.0;46.0
10508;Toobin';;;
10509;Toonstruck;8.0;8.5;9.0
10510;Toontown Online;;;
10511;Tootuff's World;2.5;;
10512;Top Gear;3.0;;5.0
10513;Top Gear 2;5.5;7.0;
10514;Top Gear 3000;4.0;;
10515;Top Gun (1987);2.0;2.5;
10516;Top Gun: The Second Mission;;;
10519;Top Skater;7.0;;
10520;Top Spin;;;
10521;Top Spin 2;10.0;;
10522;Top Spin 3;;;
10523;Top Spin 4;;;
10524;Top Trumps: Doctor Who;;;4.5
10525;Top Trumps: Dogs & Dinosaurs;;;10.0
10526;Toradora! Portable;;;80.0
10527;Torchlight;14.5;21.5;44.5
10528;Torchlight II;20.5;27.5;65.5
10529;Toriko: Gourmet Survival;;;
10531;Torin's Passage;5.0;;
10532;Torino 2006;;;
10533;Torment: Tides of Numenera;25.5;32.0;49.5
10534;Tornado Outbreak;5.5;8.0;
10535;Torneko no Daibouken: Fushigi no Dungeon;16.0;;
10536;Torneko: The Last Hope;7.0;63.5;
10537;Torus Trooper;;;
10539;Total Annihilation;18.5;34.0;36.5
10540;Total Annihilation: Battle Tactics;8.0;;
10541;Total Annihilation: Kingdoms;17.0;;
10542;Total Annihilation: Kingdoms - The Iron Plague;;;
10543;Total Annihilation: The Core Contingency;17.0;;
10544;Total Overdose;5.0;8.5;13.5
10545;Total Recall;2.0;;
10546;Total War Battles: Shogun;10.0;14.0;15.0
10547;Total War: Rome II;65.0;81.0;145.0
10548;Total War: Shogun 2;27.0;40.0;185.0
10549;Totally Rad;0.9166666666666666;;1.5
10550;Totally Tiny Arcade;;;
10551;TotemBall;;;
10552;Touch Detective;6.0;8.0;8.5
10553;Touch Detective 2 1/2;5.5;7.0;7.0
10554;Touch My Katamari;2.5;3.5;8.5
10555;Touch the Dead;3.0;;
10556;TouchMaster;;;11.0
10557;Toughman Contest;;;
10558;Tougi Ou: King Colossus;6.5;9.5;
10559;Touhou Hisouten ~ Scarlet Weather Rhapsody.;;6.0;
10560;Touhou Hisoutensoku ~ Chase the Enigma of the Superdreadnought Guignol;;;
10562;Touhou Koumakyou: The Embodiment of Scarlet Devil;1.0;;66.5
10563;Touhou Seirensen ~ Undefined Fantastic Object;1.5;;50.0
10564;Touhou Shinreibyou: Ten Desires;0.6666666666666666;;30.0
10565;Touhou Youyoumu ~ Perfect Cherry Blossom;3.5;26.0;
10566;Touring Car Challenge;8.0;20.0;
10567;Tourist Trophy;24.5;25.5;
10569;Tower Bloxx Deluxe;;;
10572;Tower of Goluaga;;;11.0
10573;Tower of Heaven;0.5;;6.5
10574;Tower Wars;3.0;3.5;4.0
10575;Towering Inferno;0.5;;
10576;Towers II: Plight of the Stargazer;;;
10577;Towers: Lord Baniff's Deceit;;;
10578;Town & Country II: Thrilla's Surfari;;;
10580;Town & Country Surf Designs: Wood & Water Rage;1.5;;
10581;Town of Fears;;;2.5
10582;Towns;15.0;;
10583;Toxic Crusaders;0.8666666666666667;;
10584;Toy Commander;7.0;8.0;8.5
10585;Toy Soldiers;6.0;12.5;23.0
10586;Toy Soldiers: Cold War;4.0;8.0;11.5
10587;Toy Story;1.5;1.5;1.5
10588;Toy Story 2: Buzz Lightyear to the Rescue;7.5;8.5;10.0
10589;Toy Story 3: The Video Game;4.5;7.5;17.5
10590;Toy Story Racer;;;10.0
10592;Track & Field;;;
10593;Track & Field II;1.0;;
10594;TrackMania 2: Canyon;14.5;21.5;29.0
10595;TrackMania DS;1.5;;4.5
10596;TrackMania Nations Forever;9.5;20.0;184.0
10597;TrackMania United;5.0;28.0;45.0
10598;The Legend of Heroes: Trails of Azure;45.0;65.5;90.0
10599;The Legend of Heroes: Trails of Zero;45.5;56.5;74.5
10600;Train Simulator;;;
10601;Train Simulator 2013;;;
10602;Trainyard;3.0;;10.0
10603;Traitors Gate;;9.0;
10604;Trajectile;;;
10605;TransBot;0.25;;
10606;Transcripted;4.0;11.0;
10607;Transformers (2004);11.5;12.0;12.0
10609;Transformers: Dark of the Moon;6.0;6.5;8.5
10610;Transformers: Fall of Cybertron;7.5;10.0;13.5
10611;Transformers: Prime - The Game;4.0;;
10612;Transformers: Revenge of the Fallen;6.5;8.5;15.5
10613;Transformers: The Game;5.5;17.5;19.0
10615;Transformers: War for Cybertron;8.5;11.0;16.0
10616;Trap Gunner;;;
10617;Trapped Dead;7.5;10.5;12.5
10618;Trapt;4.5;6.0;6.0
10619;Trash Panic;;;
10620;TRAUMA;0.7;1.0;1.5
10621;Trauma Center: New Blood;11.0;16.5;
10622;Trauma Center: Second Opinion;8.5;9.0;16.5
10623;Trauma Center: Under the Knife;8.0;10.5;11.5
10624;Trauma Center: Under the Knife 2;11.0;;
10625;Trauma Team;23.5;24.5;26.0
10626;Travelogue 360: Paris;;;
10627;Trax;0.25;;0.43333333333333335
10628;Traysia;14.5;;
10629;Treasure Adventure Game;;16.0;22.5
10630;Treasure Hunter G;19.5;23.0;40.0
10632;Treasure Master;;;
10634;Treasure of the Rudras;25.0;29.5;48.0
10635;Treasure Park;;;
10636;Treasures of the Deep;6.0;15.0;
10637;Iron Brigade;6.5;13.5;26.0
10638;Trevor McFur in the Crescent Galaxy;;;
10639;Tri-achnid;;;1.5
10640;Trials 2: Second Edition;8.0;32.5;194.0
10641;Trials Evolution;9.0;21.5;44.5
10642;Trials HD;5.5;8.0;18.0
10644;Tribes 2;1.0;;12.5
10645;Tribes: Ascend;;;
10646;Tribes: Vengeance;10.0;12.5;
10647;Trigger Man;3.0;;
10648;Triggerheart Exelica;2.0;;
10649;TriJinx: A Kristine Kross Mystery;;;
10650;Trilby's Notes;2.5;;
10651;Trine;6.0;8.5;15.5
10652;Trine 2;8.0;11.0;18.5
10653;Trine 2: Goblin Menace DLC;3.0;5.0;8.5
10654;Trinity;;;
10655;Trinity Universe;60.0;;66.0
10656;Trinity: Souls of Zill O'll;30.0;49.0;99.0
10657;Trino;;;
10658;Triple Play Baseball;;;
10659;Triple Town;;18.5;39.5
10660;Trivial Pursuit (2009);1.0;5.0;11.5
10661;Trivial Pursuit: Unhinged;;;
10663;Trojan;0.31666666666666665;;0.36666666666666664
10664;Troll's Tale;;;
10666;Tron 2.0;12.5;12.5;14.5
10667;Tron 2.0: Killer App;10.5;;12.0
10668;Tron: Deadly Discs;0.5;;
10669;Tron: Evolution;7.0;8.5;11.0
10670;Tropico;25.0;29.0;92.5
10671;Tropico 2: Pirate Cove;30.0;31.0;
10672;Tropico 3;25.5;35.0;41.5
10673;Tropico 3: Absolute Power;14.5;27.0;47.0
10674;Tropico 4;38.5;56.0;101.0
10675;Tropico 4: Modern Times;22.0;24.0;71.0
10676;Tropico: Paradise Island;;;
10677;Trouble Shooter;0.7166666666666667;;
10678;Trouble Witches Neo!;0.75;6.0;
10679;Troy Aikman NFL Football;;;
10680;True Crime: New York City;7.0;21.0;30.5
10681;True Crime: Streets of LA;9.0;13.0;15.0
10682;True Lies;3.5;;7.5
10683;True Remembrance;6.0;;8.5
10684;True Swing Golf;;;
10685;Truxton;2.5;;
10686;Truxton II;2.5;;
10687;Tryst;;;
10688;Tsugunai: Atonement;21.0;22.0;35.0
10689;Tsukihime;28.0;49.5;50.5
10690;Tsukihime Plus-Disc;;;2.0
10691;Tsukihime: Fool's Errand;;;2.0
10693;Tuff E Nuff;;;1.5
10694;Tulula: Legend of a Volcano;3.0;;
10695;Tumble;8.0;;
10696;Tunnel Rats;;;
10697;Tunnel Runner;1.0;;
10698;Turba;;;12.5
10700;Turmoil (2016);9.0;20.0;22.0
10701;Turn It Around;;;1.0
10702;Turnabout;;;
10703;Turning Point: Fall of Liberty;3.0;5.0;5.0
10704;Turok (2008);8.0;9.0;10.0
10705;Turok 2: Seeds of Evil;10.5;15.0;18.0
10706;Turok 3: Shadow of Oblivion;6.0;6.5;
10707;Turok: Dinosaur Hunter;7.5;8.5;10.5
10708;Turok: Evolution;10.5;11.0;
10709;Turok: Rage Wars (N64);10.0;12.0;14.5
10711;Twin Cobra;2.0;3.0;
10713;Twin Eagle II;0.6333333333333333;;
10714;Twin Sector;9.5;;11.5
10715;TwinBee;0.43333333333333335;0.8666666666666667;
10716;TwinBee 3: Poko Poko Daimaō;0.43333333333333335;;
10717;TwinBee Da!!;0.38333333333333336;;
10718;TwinBee Yahho! Fushigi no Kuni de Daiabare!!;0.35;;
10719;Twinkle Star Sprites;1.5;18.0;
10720;Twisted Metal;4.5;10.0;16.0
10721;Twisted Metal (2012);6.0;7.5;9.0
10722;Twisted Metal 2;4.5;12.0;19.0
10723;Twisted Metal 4;3.0;12.0;36.0
10724;Twisted Metal III;3.5;;20.0
10725;Twisted Metal: Black;3.5;11.0;14.5
10726;Twisted Metal: Head-On;3.0;;
10727;Twisted Metal: Small Brawl;1.5;;
10728;Twisted: The Game Show;;;
10731;Two Worlds;17.0;27.5;68.0
10732;Two Worlds II;32.0;37.5;44.5
10734;Two Worlds II: Castle Defense;3.0;3.5;4.5
10735;Two Worlds II: Pirates of the Flying Fortress DLC;7.5;13.0;13.5
10736;Two Worlds: Epic Edition;22.0;33.5;71.0
10737;Ty the Tasmanian Tiger;9.0;10.5;16.5
10738;Ty the Tasmanian Tiger 2: Bush Rescue;9.0;11.5;14.5
10739;Tyrian 2000;7.5;8.5;9.5
10740;U.N. Squadron;2.0;2.0;3.0
10741;Uberleben;;;1.0
10742;UberSoldier;7.0;;14.0
10743;UberSoldier 2;7.0;7.0;8.5
10745;UEFA Champions League 2004-2005;;;
10746;UEFA Euro 2008;;;
10747;UFC 2009 Undisputed;;;
10748;UFC Personal Trainer;;;
10749;UFC Undisputed 2010;;;
10750;UFC Undisputed 3;10.5;;
10751;UFO: Afterlight;30.0;36.0;60.5
10752;UFO: Aftermath;26.5;30.5;38.5
10753;UFO: Extraterrestrials GOLD;58.5;;
10754;Ufouria: The Saga;4.0;;5.0
10755;Uirdz;0.7833333333333333;;
10756;Ultima I: The First Age of Darkness;5.5;8.5;10.5
10757;Ultima II: The Revenge of the Enchantress;8.5;11.0;11.0
10758;Ultima III: Exodus;21.5;25.0;57.5
10759;Ultima IV: Quest of the Avatar;32.0;33.5;50.0
10760;Ultima IX: Ascension;46.0;77.0;200.0
10761;Ultima Online;;;
10762;Ultima Online: The Second Age;;;
10763;Ultima Underworld II: Labyrinth of Worlds;19.5;23.5;40.0
10764;Ultima Underworld: The Stygian Abyss;24.0;32.0;43.0
10765;Ultima V: Lazarus;;219.0;
10766;Ultima V: Warriors of Destiny;25.5;52.5;57.5
10767;Ultima VI: The False Prophet;37.5;43.0;70.0
10768;Ultima VII Part Two: Serpent Isle;68.0;;80.0
10769;Ultima VII, Part Two: The Silver Seed;;;
10770;Ultima VII: The Black Gate;43.0;57.0;88.5
10771;Ultima VII: The Forge of Virtue;;5.0;5.0
10772;Ultima VIII: Pagan;32.5;33.0;60.0
10773;Ultima: Runes of Virtue;8.0;11.0;
10774;Ultima: Runes of Virtue II;;;
10775;Ultima: Worlds of Adventure 2: Martian Dreams;17.0;34.5;
10776;Ultimate Assassin 3: Level Pack;;;2.5
10777;Ultimate Fighting Championship (DC/PS);1.0;;
10778;Ultimate Ghosts 'n Goblins;2.5;7.0;13.0
10779;Ultimate Marvel Vs. Capcom 3;0.75;10.0;122.0
10780;Ultimate Mortal Kombat;0.4;;0.6666666666666666
10781;Ultimate Mortal Kombat 3;1.0;7.0;28.5
10782;Ultimate Muscle: Legends vs. New Generation;;;35.0
10783;Ultimate Qix;;;
10784;Ultimate Spider-Man;5.0;8.5;11.5
10786;Ultra Bust-a-Move;2.0;;3.0
10787;Umihara Kawase;4.5;18.0;
10788;Umineko no Naku Koro ni;63.5;70.0;76.5
10789;Umineko no Naku Koro ni Chiru;73.0;79.0;82.0
10790;Umineko no Naku Koro ni Hane;10.0;;10.0
10791;Umineko no Naku Koro ni Tsubasa;5.0;;
10792;UmJammer Lammy;2.5;4.5;9.5
10793;Unblock Me;;;
10794;Unbound Saga;2.0;3.0;3.0
10795;Unchained Blades;36.0;74.0;333.0
10796;Uncharted 2: Among Thieves;10.5;12.5;21.5
10797;Uncharted 3: Drake's Deception;9.0;10.5;20.0
10798;Uncharted Waters;27.0;30.0;
10799;Uncharted: Drake's Fortune;8.5;9.5;17.0
10800;Uncharted: Golden Abyss;10.0;11.5;30.0
10801;Undead Storm;;;10.0
10802;Under a Killing Moon;8.0;;10.0
10803;Under Defeat HD: Deluxe Edition;1.5;;16.0
10804;Under the Garden;;;
10805;Under the Ocean;;;
10806;Under the Skin;4.0;5.0;
10807;UnderRail;30.0;67.5;112.0
10808;Undertow;4.0;;
10809;Unemployment Quest;;1.5;4.0
10810;UnEpic;18.0;24.0;40.0
10811;Unfabulous;1.5;;
10812;Unicorrida;;;0.5333333333333333
10813;Uniracers;2.0;2.0;6.0
10815;Unit 13;9.0;14.5;39.5
10816;Unity of Command: Stalingrad Campaign;;18.5;
10817;Universal Studios Theme Parks Adventure;3.5;;4.0
10818;Universe at War: Earth Assault;15.5;;
10819;Universe Sandbox;6.5;27.0;106.0
10820;Unlimited Saga;;48.5;
10821;Unmanned;0.25;;
10822;Unmechanical;2.5;3.0;4.0
10823;Uno (2006);3.5;7.5;10.5
10824;Unreal;10.0;16.5;18.5
10825;Unreal Championship;8.0;8.5;9.0
10826;Unreal Championship 2: The Liandri Conflict;;15.0;
10827;Unreal Gold;11.0;16.0;21.5
10828;Unreal II: The Awakening;9.0;10.5;12.0
10829;Unreal Mission Pack I: Return to Na Pali;4.5;6.5;7.5
10830;Unreal Tournament;;;
10831;Unreal Tournament 2003;13.5;17.0;21.0
10832;Unreal Tournament 2004;15.0;20.5;30.5
10833;Unreal Tournament 3;11.0;14.5;22.5
10836;Unsolved Crimes;;;
10837;Unstoppable Gorg;4.5;7.5;9.0
10839;Untold Legends: Brotherhood of the Blade;20.0;21.0;
10840;Untold Legends: Dark Kingdom;12.5;24.5;28.0
10842;Up;4.5;6.0;7.0
10843;Upgrade Complete;0.36666666666666664;;0.5666666666666667
10844;UPIXO In Action: Mission in Snowdriftland;1.0;;12.0
10845;Uplink;7.5;15.5;30.5
10846;Urban Champion;1.0;;
10847;Urban Chaos;;14.5;
10848;Urban Chaos: Riot Response;8.0;9.5;13.5
10849;Urban Reign;8.0;42.0;
10850;Urban Strike;8.0;8.0;8.0
10851;Urban Terror;;;
10852;Uru: Ages Beyond Myst;14.5;;
10853;Uru: Complete Chronicles;;;
10854;Uru: The Path of the Shell;8.0;;9.5
10855;Uru: To D'ni;5.5;;9.5
10857;Uta no Prince-sama Music;5.5;17.5;35.0
10858;Utatchi;;;74.0
10859;Utawarerumono;21.5;;30.0
10860;Utopia: The Creation of a Nation;;;
10861;Utsurun Desu.: Kawauso Hawaii e Iku!!!;2.0;;
10862;V-Rally 2;;8.5;32.5
10863;V-Rally Championship Edition;5.0;;6.0
10864;V-Rally Edition '99;1.5;2.0;20.0
10865;V.I.P.;;;1.0
10866;Vagrant Story;23.0;34.0;68.0
10868;Valerie Porter and the Scarlet Scandal;2.0;;
10869;Valet Parking 1989;;;
10870;Valhalla Knights;40.0;80.0;
10871;Valhalla Knights 2;;100.0;
10872;Valhalla Knights: Eldar Saga;30.5;;115.0
10874;Valis III;1.0;;1.0
10875;Valis: The Fantasm Soldier;0.9666666666666667;;1.0
10876;Valkyria Chronicles;31.0;39.5;62.0
10877;Valkyria Chronicles 3: Unrecorded Chronicles;59.5;90.0;139.0
10878;Valkyria Chronicles II;38.0;65.0;132.0
10880;Valkyrie Profile;32.0;44.5;63.5
10881;Valkyrie Profile 2: Silmeria;42.5;51.0;81.5
10882;Valkyrie Profile: Covenant of the Plume;16.0;30.0;54.5
10883;Valkyrie Profile: Lenneth;30.5;35.5;43.5
10884;Vampire Hunter 2: Darkstalkers' Revenge;;2.0;4.0
10885;Vampire Hunter D;10.5;;
10886;Vampire Knight DS;;;81.0
10887;Vampire Night;0.75;1.0;2.0
10888;Vampire Rain;11.0;;
10889;Vampire: Darkstalkers Collection;;;
10890;Vampire: The Masquerade - Bloodlines;23.0;28.5;40.0
10891;Vampire: The Masquerade - Redemption;17.5;22.5;23.5
10893;Van Helsing;4.0;6.5;
10894;Vanark;2.0;;
10895;Vandal Hearts;17.5;24.0;25.0
10896;Vandal Hearts II;39.5;48.5;51.5
10897;Vandal Hearts: Flames of Judgment;10.0;11.5;13.5
10898;Vanguard Bandits;17.0;;
10899;Vanquish;6.0;8.0;17.0
10900;Vantage Master Online;;;
10901;Vay;13.5;15.0;19.5
10902;Vectorman;2.5;5.0;5.5
10903;Vectorman 2;3.5;;4.5
10904;Vegas Dream;;;
10905;Vegas: Make it Big;6.0;;
10906;Veil of Darkness;6.5;;
10907;Velocity (2012);8.0;10.0;
10908;Velocity Ultra;4.0;5.0;13.0
10909;Velvet Assassin;10.0;12.5;13.0
10910;Vendetta;0.5666666666666667;0.5833333333333334;0.6
10911;Venetica;19.5;20.5;32.0
10912;Venice;2.0;;
10914;Venom/Spider-Man: Separation Anxiety;4.5;6.0;9.0
10915;Vera Blanc: Full Moon;2.5;;
10916;Verge;0.7166666666666667;;
10917;Vertex Dispenser;;11.0;
10918;Vertical Force;;;
10919;Vessel;9.5;13.0;13.5
10920;Vexx;13.0;;15.5
10922;Vib-Ribbon;1.0;1.0;4.0
10923;Vice: Project Doom;2.0;;
10924;Vicinity;;;
10925;Victoria II;25.5;83.5;261.0
10926;Victoria II: Heart of Darkness;28.0;;
10927;Victoria: An Empire Under the Sun;18.0;34.5;275.0
10928;Victoria: Revolutions;12.0;;
10929;Victorious Boxers: Ippo's Road to Glory;;;
10930;Vidiot Game;6.0;;
10931;Vietcong;7.5;15.5;37.0
10932;Vietcong: Purple Haze;6.0;35.0;
10933;Viewpoint;1.0;;
10934;Viewtiful Joe;8.0;12.0;19.0
